id	part	cd_inducer_dia_a	cd_inducer_dia_a_tol	cd_exducer_dia_b	cd_exducer_dia_b_tol	cd_tip_height_c	cd_tip_height_c_tol	cd_platform_height_h	cd_shroud_type	cd_blade_height	cd_blade_count	cd_journal_type	cd_max_journal_diameter_d	cd_min_journal_diameter_d	cd_max_stem_diameter_e	cd_min_stem_diameter_e	cd_stem_length_f	cd_stem_length_f_tol	cd_thread_hand	cd_thread_length_g	cd_piston_ring_groove_major_dia_i	cd_piston_ring_groove_major_dia_i_tol	cd_piston_ring_groove_minor_dia_j	cd_piston_ring_groove_minor_dia_j_tol	cd_piston_ring_groove_width_k	cd_piston_ring_groove_width_k_tol	cd_2nd_piston_ring_groove_major_dia	cd_2nd_piston_ring_groove_major_dia_tol	cd_2nd_piston_ring_groove_minor_dia	cd_2nd_piston_ring_groove_minor_dia_tol	cd_2nd_piston_ring_groove_width	cd_2nd_piston_ring_groove_width_tol	cd_rotation	cd_weight	cd_thread	cd_extended_tips	cd_diagram_
89	2-A-5330	1.772	0.005	1.496	0.002	0.285	0.005	1.67	20376	1.95	9	19891	0.3101	0.3098	0.2001	0.1998	1.95	0.01	20403	0.71	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	111.1	20896	0	NULL
90	2-A-5351	2.087	0.005	1.520	0.002	0.208	0.005	2.07	20376	2.28	9	19891	0.3618	0.3615	0.2358	0.2355	1.89	0.01	20403	0.39	0.600	0.003	0.500	0.005	0.071	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	141.0	20908	0	NULL
91	2-A-5353	1.846	0.005	1.516	0.002	0.245	0.005	1.67	NULL	1.92	12	19891	0.3101	0.3098	0.2001	0.1998	1.96	0.01	20403	0.73	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	130.2	20896	0	NULL
92	2-A-5356	2.913	0.005	2.544	0.002	0.425	0.005	2.63	20376	3.06	11	19891	0.4000	0.3997	0.2498	0.2495	2.66	0.01	20403	1.10	0.685	0.003	0.567	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	371.2	20520	0	NULL
93	2-A-5362	2.925	0.005	2.295	0.002	0.362	0.005	2.64	20376	3.00	11	19891	0.4000	0.3997	0.2498	0.2495	2.66	0.01	20403	0.86	0.685	0.003	0.567	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	376.4	20520	0	NULL
94	2-A-5564	1.845	0.005	1.665	0.002	0.332	0.005	1.67	20376	2.00	9	19891	0.3101	0.3098	0.2001	0.1998	2.21	0.01	20403	0.65	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	155.0	20896	0	NULL
95	2-A-5588	1.614	0.005	1.369	0.002	0.321	0.005	1.67	20375	1.99	9	19891	0.3101	0.3098	0.2001	0.1998	1.99	0.01	20403	0.75	0.600	0.003	0.500	0.005	0.065	0.001	0.600	0.003	0.500	0.005	0.065	0.001	20336	105.8	20896	0	NULL
96	2-A-5601	1.657	0.005	1.399	0.002	0.224	0.005	1.67	20376	1.89	12	19891	0.3101	0.3098	0.2001	0.1998	1.97	0.01	20403	0.74	0.600	0.003	0.500	0.005	0.069	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	98.9	20896	0	NULL
97	2-A-5608	2.676	0.005	2.362	0.002	0.429	0.005	2.32	20376	2.75	10	19891	0.4002	0.3999	0.2502	0.2499	2.47	0.01	20403	0.29	0.680	0.003	0.570	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	345.5	20908	0	NULL
98	2-A-5613	1.849	0.005	1.573	0.002	0.322	0.005	1.67	20376	1.99	9	19891	0.3101	0.3098	0.2001	0.1998	2.22	0.01	20403	0.66	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	124.0	20896	0	NULL
99	2-A-5630	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
100	2-A-5635	NULL	0.005	1.800	0.002	0.284	0.005	1.67	20376	1.95	12	19891	0.3101	0.3098	0.2001	0.1998	2.22	0.01	20403	0.65	0.600	0.003	0.500	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	155.4	20896	0	NULL
101	2-A-5638	2.126	0.005	1.520	0.002	0.311	0.005	1.67	20376	1.98	9	19891	0.3101	0.3098	0.2001	0.1998	1.98	0.01	20403	0.75	0.600	0.003	0.500	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	138.2	20896	0	NULL
102	2-A-5664	1.850	0.005	1.801	0.002	0.392	0.005	1.67	20375	2.06	9	19891	0.3101	0.3098	0.2001	0.1998	2.21	0.01	20403	0.64	0.600	0.003	0.500	0.005	0.065	0.001	0.600	0.003	0.500	0.005	0.065	0.001	20336	172.6	20896	0	NULL
103	2-A-5674	1.969	0.005	1.688	0.002	0.335	0.005	1.67	20376	2.01	9	19891	0.3101	0.3098	0.2001	0.1998	2.22	0.01	20403	0.66	0.600	0.003	0.500	0.005	0.070	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	158.0	20896	0	NULL
104	2-A-5677	1.842	0.005	3.059	0.002	0.500	0.005	3.40	20376	2.90	11	19892	0.5116	0.5113	0.3118	0.3115	3.00	0.01	20403	0.77	0.785	0.003	0.689	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	606.6	20542	0	NULL
105	2-A-5721	3.500	0.005	2.780	0.002	0.584	0.005	2.56	20376	3.14	10	19891	0.4530	0.4527	0.2940	0.2937	2.96	0.01	20403	1.07	0.791	NULL	0.687	NULL	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	503.2	20914	0	NULL
106	2-A-5767	3.030	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
107	2-A-5776	NULL	0.005	1.516	0.002	0.342	0.005	2.07	20376	2.41	9	19891	0.3624	0.3621	0.2364	0.2361	1.91	0.01	20403	0.40	0.600	0.003	0.500	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	142.5	20908	0	NULL
108	2-A-5804	2.086	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	NULL	NULL	NULL
109	2-A-5810	NULL	0.005	1.802	0.002	0.381	0.005	1.67	20376	2.05	12	19891	0.3098	0.3095	0.2001	0.1998	2.21	0.01	20403	0.65	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	155.1	20896	0	NULL
110	2-A-5840	1.969	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
111	2-A-5862	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
112	2-A-5870	NULL	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
113	2-A-5885	NULL	0.005	2.154	0.002	0.404	0.005	2.33	20376	2.73	10	19891	0.3997	0.3994	0.2500	0.2497	2.48	0.01	20403	0.97	0.681	0.003	0.566	0.005	0.075	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	298.9	20908	0	NULL
114	2-A-5897	2.516	0.005	1.682	0.002	0.339	0.005	1.67	20376	2.01	9	19891	0.3101	0.3098	0.2001	0.1998	2.21	0.01	20403	0.64	0.600	0.003	0.500	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	141.7	20896	0	NULL
115	2-A-5903	1.980	0.005	1.807	0.002	0.367	0.005	1.67	20376	2.04	9	19891	0.3101	0.3098	0.2001	0.1998	2.21	0.01	20403	0.70	0.600	NULL	0.500	NULL	0.066	0.001	0.600	0.003	0.500	0.005	0.066	0.001	20336	168.5	20896	0	NULL
116	2-A-5916	1.966	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
117	2-A-5929	NULL	0.005	1.413	0.002	0.298	0.005	1.67	20376	1.97	9	19891	0.3101	0.3098	0.2001	0.1998	1.82	0.01	20403	0.58	0.600	NULL	0.500	NULL	0.068	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	109.1	20896	0	NULL
118	2-A-5941	1.752	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
119	2-A-5942	NULL	0.005	2.756	0.002	0.609	0.005	2.90	20376	3.51	10	19891	0.5120	0.5117	0.3250	0.3247	2.95	0.01	20403	0.86	0.787	NULL	0.689	NULL	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	592.7	20924	0	NULL
120	2-A-5947	3.248	0.005	2.055	0.002	0.395	0.005	2.65	20376	3.04	10	19891	0.4000	0.3997	0.2001	0.1998	2.66	0.01	20403	1.09	0.682	0.003	0.567	0.005	0.070	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	592.7	20520	0	NULL
121	2-A-5950	2.421	0.005	1.354	0.002	0.212	0.005	1.67	20376	1.88	9	19891	0.3101	0.3098	0.2001	0.1998	1.93	0.01	20403	0.70	0.600	0.003	0.500	0.005	0.064	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	97.9	20896	0	NULL
122	2-A-6011	1.663	0.005	1.746	0.002	0.338	0.005	1.67	NULL	NULL	10	19891	NULL	-0.0003	NULL	-0.0003	NULL	0.01	20403	NULL	NULL	0.003	NULL	0.005	NULL	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	NULL	NULL	20896	NULL	NULL
123	2-A-6014	2.087	0.005	3.062	0.002	0.562	0.005	2.89	20376	3.46	10	19892	0.5120	0.5117	0.3255	0.3252	0.94	0.01	20403	0.32	0.785	NULL	0.691	NULL	0.068	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	597.7	20922	0	NULL
124	2-A-6021	3.430	0.005	2.441	0.002	0.473	0.005	2.56	20376	3.03	10	19891	0.4533	0.4530	0.2947	0.2944	2.98	0.01	20403	0.79	0.792	0.003	0.686	0.005	0.069	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	20914	NULL	NULL
125	2-A-6060	2.862	0.005	2.520	0.002	0.561	0.005	2.56	20376	3.12	13	19891	0.4533	0.4530	0.2947	0.2944	2.94	0.01	20403	1.05	0.794	NULL	0.684	NULL	0.066	0.001	0.794	0.003	0.684	0.005	0.082	0.001	20336	557.3	20914	0	NULL
126	2-A-6068	2.854	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	NULL
127	2-A-6107	1.622	0.005	1.374	0.002	0.281	0.005	1.67	20376	1.95	9	19891	0.3101	0.3098	0.2001	0.1998	1.96	0.01	20403	0.72	0.600	0.003	0.500	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	94.2	20896	0	NULL
128	2-A-6121	1.622	0.005	2.595	0.002	NULL	0.005	NULL	NULL	NULL	10	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
129	2-A-6140	3.031	0.005	2.958	0.002	0.623	0.005	2.89	NULL	3.52	10	19891	0.5120	0.5117	0.3241	0.3238	2.97	0.01	20403	0.88	0.784	0.003	0.688	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	615.4	20924	0	NULL
130	2-A-6144	3.228	0.005	2.596	0.002	0.503	0.005	2.55	NULL	3.06	10	19891	0.4532	0.4529	0.3255	0.3252	0.93	0.01	20403	0.57	0.792	0.003	0.688	0.005	0.066	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	20922	NULL	NULL
131	2-A-6159	3.036	0.005	1.304	0.002	0.212	0.005	1.67	NULL	1.88	10	19891	NULL	-0.0003	0.0000	-0.0003	0.00	0.01	20403	NULL	0.000	NULL	NULL	NULL	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	81.3	20896	0	NULL
132	2-A-6164	1.536	0.005	2.819	0.002	0.468	0.005	2.90	20376	3.37	11	19891	0.5120	0.5117	0.3124	0.3121	2.98	0.01	20403	0.75	0.785	0.003	0.688	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	509.2	20542	0	NULL
133	2-A-6172	3.228	0.005	1.550	0.002	0.327	0.005	1.67	NULL	NULL	NULL	19891	NULL	-0.0003	NULL	-0.0003	NULL	0.01	20403	NULL	NULL	NULL	NULL	NULL	NULL	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	NULL	NULL	20896	NULL	NULL
134	2-A-6229	1.690	0.005	3.097	0.002	0.562	0.005	2.89	NULL	3.45	10	19891	0.5120	0.5117	0.3250	0.3247	3.45	0.01	20403	0.90	0.788	0.003	0.682	0.005	0.116	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	20924	NULL	NULL
135	2-A-6259	3.309	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	NULL	NULL	NULL	NULL	NULL
136	2-A-6398	1.693	0.005	1.417	0.002	0.244	0.005	1.67	20376	1.91	9	19891	0.3104	0.3100	0.2002	0.1998	1.26	0.01	20403	0.72	0.600	0.003	0.500	0.005	0.065	0.001	0.600	0.003	0.500	0.005	0.065	0.001	20336	103.0	20896	0	NULL
137	2-A-6400	1.969	0.005	1.740	0.002	0.366	0.005	1.67	20376	2.04	9	19891	0.3102	0.3100	0.2002	0.1998	1.58	0.01	20403	0.62	0.600	0.003	0.500	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	169.8	20896	0	NULL
138	2-B-3916	NULL	0.005	2.362	0.002	0.433	0.005	2.84	20376	3.28	12	19892	0.4322	0.4319	0.2756	0.2753	2.67	0.01	20403	0.97	0.734	0.003	0.641	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	387.0	20914	NULL	NULL
139	2-B-4042	2.758	0.005	2.520	0.002	0.410	0.005	2.84	20376	3.25	12	19892	0.4322	0.4319	0.2756	0.2753	2.67	0.01	20403	0.87	0.734	NULL	0.641	NULL	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	428.0	20914	NULL	NULL
140	2-B-4941	2.989	0.005	2.164	0.002	0.431	0.005	2.84	20376	3.27	12	19892	0.4322	0.4319	0.2756	0.2753	2.67	0.01	20403	0.85	0.736	0.003	0.640	0.005	0.069	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	380.1	20914	0	NULL
141	2-B-5197	2.580	0.005	2.282	0.002	0.434	0.005	2.84	20376	3.27	12	19891	0.4322	0.4319	0.2756	0.2753	2.60	0.01	20403	0.79	0.736	0.003	0.643	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	352.0	20914	0	NULL
142	2-B-5340	2.567	0.005	3.150	0.002	0.509	0.005	3.16	20376	3.67	12	19892	0.4805	0.4802	0.3152	0.3149	3.05	0.01	20403	0.99	0.852	0.003	0.726	0.005	0.128	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	674.9	20924	0	NULL
143	2-B-5646	3.406	0.005	3.036	0.002	0.506	0.005	3.16	20376	3.67	12	19892	0.4802	0.4799	0.3148	0.3145	3.06	0.01	20403	0.99	0.852	NULL	0.726	NULL	0.131	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	670.8	20924	0	NULL
144	2-B-5647	3.386	0.005	2.838	0.002	0.489	0.005	3.15	20376	3.64	12	19892	0.4802	0.4799	0.3148	0.3145	3.08	0.01	20403	0.94	0.854	NULL	0.728	NULL	0.066	0.001	0.854	0.003	0.728	0.005	0.066	0.001	20336	662.2	20924	0	NULL
145	2-B-5742	3.380	0.005	2.519	0.002	0.395	0.005	2.85	20376	3.24	10	19892	0.4322	0.4319	0.2756	0.2753	2.69	0.01	20403	0.99	0.738	0.003	0.640	0.005	0.066	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	20914	NULL	NULL
146	2-B-5854	2.988	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	NULL	NULL	NULL
147	2-B-5857	NULL	0.005	2.048	0.002	0.425	0.005	2.85	20376	3.27	12	19892	0.4322	0.4319	0.2756	0.2753	2.67	0.01	20403	0.93	0.738	0.003	0.640	0.005	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	336.1	20914	0	NULL
148	2-B-5958	2.562	0.005	3.148	0.002	0.520	0.005	NULL	NULL	NULL	NULL	NULL	0.4800	0.4797	0.3146	0.3143	NULL	0.01	20403	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	20924	NULL	NULL
149	2-B-5962	3.388	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	NULL	NULL	NULL
150	2-B-5964	NULL	0.005	2.835	0.002	0.473	0.005	2.79	20376	3.26	12	19892	0.4805	0.4802	0.3152	0.3149	2.83	0.01	20403	0.85	0.734	0.003	0.620	0.005	0.140	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	612.7	20924	0	NULL
151	2-B-5975	3.384	0.005	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	-0.0003	NULL	-0.0003	NULL	0.01	NULL	NULL	NULL	0.003	NULL	0.005	NULL	NULL	-99.000	NULL	-99.000	NULL	-99.000	0.001	20336	NULL	NULL	NULL	NULL
152	2-B-6034	NULL	0.005	2.640	0.002	0.485	0.005	2.85	20376	3.34	12	19892	0.4322	0.4319	0.2756	0.2753	2.71	0.01	20403	0.88	0.736	NULL	0.640	NULL	0.067	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	404.1	20914	0	NULL
153	2-B-6059	2.990	0.005	2.954	0.002	0.400	0.005	3.95	20376	4.35	12	19892	0.4805	0.4802	0.3152	0.3149	3.39	0.01	20403	1.13	0.855	NULL	0.726	NULL	0.128	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	715.7	20924	0	NULL
154	2-C-3857	3.386	0.005	2.625	0.002	0.465	0.005	2.73	20376	3.19	10	19892	0.4559	0.4556	0.3144	0.3141	3.16	0.01	20403	0.86	0.830	0.003	0.687	0.005	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	546.7	20924	NULL	NULL
155	2-C-3858	3.000	0.005	2.788	0.002	0.514	0.005	2.73	20376	3.24	10	19892	0.4559	0.4556	0.3144	0.3141	3.16	0.01	20403	0.86	0.830	NULL	0.687	NULL	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	566.2	20924	NULL	NULL
156	2-C-3859	3.140	0.005	2.926	0.002	0.527	0.005	3.13	20376	3.66	10	19892	0.5704	0.5701	0.3935	0.3932	3.79	0.01	20403	1.07	0.980	NULL	0.814	NULL	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	712.0	20944	NULL	NULL
157	2-C-3860	3.285	0.005	3.161	0.002	0.602	0.005	3.13	20376	3.73	10	19892	0.5704	0.5701	0.3935	0.3932	3.79	0.01	20403	1.07	0.980	0.003	0.814	0.005	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	749.1	20944	NULL	NULL
158	2-C-4060	3.439	0.005	2.543	0.002	0.408	0.005	2.73	20376	3.14	11	19892	0.4559	0.4556	0.3144	0.3141	3.16	0.01	20403	0.86	0.830	NULL	0.687	NULL	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	453.9	20924	NULL	NULL
159	2-C-4178	2.923	0.005	2.656	0.002	0.506	0.005	2.71	20376	3.22	10	19892	NULL	-0.0003	NULL	-0.0003	NULL	0.01	20403	NULL	NULL	0.003	NULL	0.005	NULL	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	485.1	20924	NULL	NULL
160	2-C-5334	3.000	0.005	1.820	0.002	0.306	0.005	2.79	20376	3.09	10	19892	0.4617	0.4614	0.2756	0.2753	2.95	0.01	20403	0.95	0.755	0.003	0.610	0.005	0.068	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	243.7	20914	0	NULL
161	2-C-5625	2.282	0.005	3.070	0.002	0.462	0.005	3.11	20376	3.58	10	19892	0.5712	0.5709	0.3939	0.3936	3.79	0.01	NULL	1.00	0.985	0.003	0.807	0.005	0.082	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	786.7	20944	0	NULL
162	2-C-5684	3.438	0.005	2.300	0.002	0.364	0.005	2.62	20376	2.99	11	19892	0.4002	0.3999	0.2756	0.2753	2.87	0.01	20403	0.74	0.743	0.003	0.622	0.005	0.068	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	419.3	20914	0	NULL
163	2-C-5693	2.903	0.005	1.575	0.002	0.240	0.005	2.20	20376	2.44	12	19892	0.3396	0.3393	0.2364	0.2361	2.26	0.01	20403	0.96	0.600	0.003	0.492	0.005	0.066	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	133.8	20896	0	NULL
164	2-C-5701	1.850	0.005	2.658	0.002	0.497	0.005	2.72	20376	3.22	10	19892	0.4561	0.4558	0.3152	0.3149	3.06	0.01	20403	0.81	0.830	0.003	0.680	0.005	0.085	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	509.9	20924	0	NULL
165	2-C-5706	3.000	0.005	1.799	0.002	0.288	0.005	2.22	20376	2.50	11	19892	0.3396	0.3393	0.2364	0.2361	2.29	0.01	20403	0.86	0.594	0.003	0.429	0.005	0.065	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	NULL	20908	NULL	NULL
166	2-C-5875	2.085	0.005	2.923	0.002	0.545	0.005	3.11	20376	3.65	10	19892	0.5703	0.5700	0.3939	0.3936	3.58	0.01	20403	0.81	0.928	0.003	0.810	0.005	0.080	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	713.1	20942	0	NULL
167	2-D-1101	3.292	0.005	1.592	0.002	0.292	0.005	1.95	20375	2.24	9	19892	0.2756	0.2753	0.1814	0.1811	1.95	0.01	20402	0.64	0.528	0.003	0.448	0.005	0.060	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20337	112.6	20890	0	NULL
168	2-D-2272	1.772	0.005	1.652	0.002	0.300	0.005	1.98	20376	2.28	12	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.51	0.527	0.003	0.448	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	143.1	20890	NULL	NULL
169	2-D-2793	1.968	0.005	1.652	0.002	0.249	0.005	1.98	20376	2.23	12	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.51	0.527	0.003	0.448	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	136.9	20890	NULL	NULL
170	2-D-3123	1.968	0.005	1.324	0.002	0.267	0.005	1.98	20376	2.25	11	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.48	0.527	0.003	0.453	0.005	0.055	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	102.1	20890	NULL	NULL
171	2-D-3130	1.773	0.005	1.489	0.002	0.270	0.005	1.98	20376	2.25	11	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.48	0.527	0.003	0.453	0.005	0.055	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	103.6	20890	NULL	NULL
172	2-D-3195	1.773	0.005	1.588	0.002	0.268	0.005	1.98	20376	2.25	11	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.48	0.527	0.003	0.453	0.005	0.055	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	104.7	20890	NULL	NULL
173	2-D-3599	1.773	0.005	1.752	0.002	0.297	0.005	1.98	20375	2.28	12	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.51	0.527	0.003	0.448	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	149.2	20890	NULL	NULL
174	2-D-3609	1.968	0.005	1.752	0.002	0.244	0.005	1.98	20376	2.23	12	19892	0.2756	0.2753	0.1814	0.1811	1.90	0.01	20403	0.51	0.527	0.003	0.448	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	148.8	20890	NULL	NULL
175	2-D-3817	1.968	0.005	1.149	0.002	0.215	0.005	1.59	20376	1.80	9	19892	0.2361	0.2358	0.1616	0.1613	1.69	0.01	20403	0.43	0.370	0.003	0.318	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	57.5	20886	NULL	NULL
176	2-D-3882	1.366	0.005	1.478	0.002	0.255	0.005	1.60	20375	1.85	9	19892	0.2361	0.2358	0.1616	0.1613	1.69	0.01	20403	0.43	0.370	0.003	0.318	0.005	0.057	0.001	-99.000	0.003	-99.000	0.005	-99.000	0.001	20336	74.6	20886	NULL	NULL
