id	part	cd_inducer_diameter_a	cd_inducer_diameter_a_tol	cd_exducer_diameter_b	cd_exducer_diameter_b_tol	cd_rotation	cd_overall_height_c	cd_tip_height_d	cd_tip_height_d_tol	cd_platform_height_e	cd_extended_tips	cd_platform_diameter_f	cd_platform_diameter_f_tol	cd_threaded_bore	cd_boreless	cd_thread_callout	cd_thread_hand	cd_max_bore_diameter	cd_min_bore_diameter	cd_nose_diameter_g	cd_foot_diameter_h	cd_flatback_superback	cd_blade_height	cd_blade_count	cd_weight	cd_platform_thickness	cd_platform_thickness_tol	cd_tip_location	cd_tip_location_tol	cd_diagram_	cd_platform_height_tol
136	3-A-5886	1.819	0.002	2.638	0.005	NULL	1.67	0.185	0.004	0.182	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.486	20368	NULL	6	73.7	0.045	0.002	0.367	0.002	NULL	0.002
137	3-A-5901	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
138	3-A-5904	1.919	0.002	2.955	0.005	NULL	1.49	0.218	0.004	0.193	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.582	20368	NULL	6	98.7	0.040	0.002	0.411	0.002	NULL	0.002
139	3-A-5914	2.240	0.002	3.226	0.005	NULL	2.14	0.272	0.004	0.789	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.528	20372	NULL	6	194.4	0.050	0.002	1.061	0.002	NULL	0.002
140	3-A-5930	1.672	0.002	2.363	0.005	NULL	1.26	0.197	0.004	0.146	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.939	20368	NULL	6	50.6	0.050	0.002	0.343	0.002	NULL	0.002
141	3-A-5943	2.720	0.002	3.700	0.005	NULL	2.32	0.313	0.004	0.371	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.587	20368	NULL	6	194.4	0.055	0.002	0.684	0.002	NULL	0.002
142	3-A-5948	1.719	0.002	2.483	0.005	NULL	1.48	0.239	0.004	0.145	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	60.9	0.040	0.002	0.384	0.002	NULL	0.002
143	3-A-5951	1.362	0.002	1.928	0.005	NULL	1.04	0.161	0.004	0.154	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.526	20368	NULL	6	31.4	0.047	0.002	0.315	0.002	NULL	0.002
144	3-A-5952	1.658	0.002	2.341	0.005	NULL	1.28	0.213	0.004	0.148	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.560	20368	NULL	6	50.4	0.053	0.002	0.361	0.002	NULL	0.002
145	3-A-5968	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
146	3-A-6009	2.452	0.002	3.701	0.005	NULL	2.76	0.281	0.004	0.820	0	3.701	0.005	0	1	20411	20401	-99.0000	-99.0000	NULL	0.668	20372	2.1	6	215.4	0.050	0.002	1.101	0.002	NULL	0.002
147	3-A-6022	2.236	0.002	3.228	0.005	NULL	1.93	0.269	0.004	0.210	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.650	20368	NULL	6	134.4	0.045	0.002	0.479	0.002	NULL	0.002
148	3-A-6042	2.300	0.002	2.756	0.005	NULL	1.26	0.273	0.004	0.064	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.954	20368	NULL	6	76.3	0.045	0.002	0.337	0.002	NULL	0.002
149	3-A-6062	NULL	0.002	NULL	0.005	NULL	1.93	0.250	0.004	0.215	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.465	0.002	NULL	0.002
150	3-A-6064	NULL	0.002	NULL	0.005	NULL	0.79	0.111	0.004	0.080	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.191	0.002	NULL	0.002
151	3-A-6069	NULL	0.002	NULL	0.005	NULL	1.02	0.185	0.004	0.092	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.277	0.002	NULL	0.002
152	3-A-6108	1.928	0.002	1.429	0.005	NULL	1.04	0.168	0.004	0.155	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.570	20368	NULL	6	30.9	0.040	0.002	0.323	0.002	NULL	0.002
153	3-A-6125	1.534	0.002	2.044	0.005	NULL	1.03	0.207	0.004	0.085	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.374	20368	NULL	6	34.4	0.042	0.002	0.292	0.002	NULL	0.002
154	3-A-6141	2.675	0.002	3.706	0.005	NULL	2.23	0.268	0.004	0.814	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.528	20372	NULL	6	215.4	0.055	0.002	1.082	0.002	NULL	0.002
155	3-A-6145	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
156	3-A-6161	1.433	0.002	2.025	0.005	NULL	0.97	0.220	0.004	0.094	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.566	20368	NULL	6	33.2	0.040	0.002	0.314	0.002	NULL	0.002
157	3-A-6165	2.335	0.002	3.307	0.005	NULL	1.70	0.232	0.004	0.242	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.834	20368	NULL	6	151.7	0.050	0.002	0.474	0.002	NULL	0.002
158	3-A-6230	2.790	0.002	4.029	0.005	20336	2.04	0.259	0.004	0.396	NULL	NULL	0.005	NULL	NULL	20411	20401	0.3258	0.3253	NULL	NULL	NULL	1.8	7	215.4	0.060	0.002	0.655	0.002	1	0.002
159	3-A-6260	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
160	3-A-6401	1.590	0.002	2.362	0.005	20336	1.27	0.165	0.004	0.145	0	2.362	0.005	0	0	20411	20401	0.2002	0.1998	0.57	0.560	20368	1.0	5	50.3	0.050	0.002	0.310	0.002	NULL	0.002
161	3-B-3917	2.125	0.002	3.268	0.005	NULL	1.57	0.235	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	131.0	0.048	0.002	0.433	0.002	NULL	0.002
162	3-B-3918	2.204	0.002	3.268	0.005	NULL	1.57	0.252	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	131.8	0.045	0.002	0.450	0.002	NULL	0.002
163	3-B-3919	2.283	0.002	3.268	0.005	NULL	1.53	0.268	0.004	0.158	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	4	130.0	0.045	0.002	0.426	0.002	NULL	0.002
164	3-B-3920	1.968	0.002	3.268	0.005	NULL	1.53	0.234	0.004	0.158	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	125.0	0.045	0.002	0.392	0.002	NULL	0.002
165	3-B-3921	2.284	0.002	3.268	0.005	NULL	1.57	0.268	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	136.0	0.042	0.002	0.466	0.002	NULL	0.002
166	3-B-3922	2.125	0.002	3.071	0.005	NULL	1.54	0.216	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.414	0.002	NULL	0.002
167	3-B-4043	2.204	0.002	3.268	0.005	NULL	1.53	0.251	0.004	0.158	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	126.0	0.045	0.002	0.409	0.002	NULL	0.002
168	3-B-4044	1.811	0.002	3.268	0.005	NULL	1.53	0.202	0.004	0.158	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.540	20368	NULL	8	113.0	0.045	0.002	0.360	0.002	NULL	0.002
169	3-B-4047	2.126	0.002	3.268	0.005	NULL	1.53	0.238	0.004	0.151	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.572	20368	NULL	8	127.0	0.045	0.002	0.389	0.002	NULL	0.002
170	3-B-4049	1.971	0.002	3.268	0.005	NULL	1.57	0.233	0.004	0.195	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.555	20368	NULL	8	130.0	0.045	0.002	0.428	0.002	NULL	0.002
171	3-B-4954	2.205	0.002	3.264	0.005	NULL	1.57	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.854	20368	NULL	8	133.6	0.050	0.002	NULL	NULL	NULL	0.002
172	3-B-4955	2.364	0.002	3.382	0.005	NULL	1.57	0.274	0.004	0.197	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.944	20368	NULL	6	138.8	0.045	0.002	0.471	0.002	NULL	0.002
173	3-B-4956	2.362	0.002	3.266	0.005	NULL	1.57	0.251	0.004	0.234	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.549	20368	NULL	8	134.7	0.055	0.002	0.485	0.002	NULL	0.002
174	3-B-5198	2.357	0.002	3.385	0.005	NULL	1.64	0.231	0.004	0.196	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.550	20368	NULL	7	146.9	0.050	0.002	0.427	0.002	NULL	0.002
175	3-B-5298	2.361	0.002	3.266	0.005	NULL	1.56	0.240	0.004	0.193	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.567	20368	NULL	8	131.9	0.050	0.002	0.433	0.002	NULL	0.002
176	3-B-5299	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
177	3-B-5300	2.126	0.002	3.268	0.005	NULL	1.57	0.223	0.004	0.197	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.548	20368	NULL	8	129.0	0.043	0.002	0.420	0.002	NULL	0.002
178	3-B-5341	2.564	0.002	3.900	0.005	NULL	1.78	0.240	0.004	0.243	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.544	20368	NULL	7	179.0	0.037	0.002	0.483	0.002	NULL	0.002
179	3-B-5346	2.642	0.002	3.846	0.005	NULL	1.77	0.248	0.004	0.247	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.570	20368	NULL	7	199.6	0.040	0.002	0.495	0.002	NULL	0.002
180	3-B-5743	2.364	0.002	3.340	0.005	NULL	1.64	0.235	0.004	0.195	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.600	20368	NULL	7	141.5	0.040	0.002	0.430	0.002	NULL	0.002
181	3-B-5766	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
182	3-B-5855	1.734	0.002	2.810	0.005	NULL	1.27	0.219	0.004	0.159	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.552	20368	NULL	7	79.4	0.040	0.002	0.378	0.002	NULL	0.002
183	3-B-5858	1.576	0.002	2.371	0.005	NULL	1.38	0.181	0.004	0.199	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.544	20368	NULL	6	133.1	0.042	0.002	0.380	0.002	NULL	0.002
184	3-B-5965	2.480	0.002	3.896	0.005	NULL	1.77	0.216	0.004	0.247	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.548	20368	NULL	7	200.3	0.045	0.002	0.463	0.002	NULL	0.002
185	3-B-5973	NULL	0.002	NULL	0.005	NULL	NULL	0.201	0.004	0.201	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.402	0.002	NULL	0.002
186	3-B-5976	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
187	3-B-5978	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
188	3-B-5980	2.362	0.002	3.218	0.005	NULL	1.52	0.277	0.004	0.156	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.708	20368	NULL	8	130.3	0.055	0.002	0.433	0.002	NULL	0.002
189	3-B-6016	NULL	0.002	NULL	0.005	NULL	NULL	0.177	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.249	0.002	NULL	0.002
190	3-B-6028	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
191	3-B-6029	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
192	3-B-6030	2.206	0.002	3.330	0.005	NULL	1.57	0.219	0.004	0.221	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.564	20368	NULL	6	145.7	0.055	0.002	0.440	0.002	NULL	0.002
193	3-B-6031	2.360	0.002	3.330	0.005	NULL	1.64	0.257	0.004	0.217	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.553	20368	NULL	6	146.1	0.055	0.002	0.474	0.002	NULL	0.002
194	3-B-6032	2.280	0.002	3.320	0.005	NULL	1.57	0.225	0.004	0.196	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.553	20368	NULL	7	144.2	0.050	0.002	0.421	0.002	NULL	0.002
195	3-B-6033	NULL	0.002	NULL	0.005	NULL	NULL	0.263	0.004	0.198	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.461	0.002	NULL	0.002
196	3-B-6101	2.206	0.002	3.016	0.005	NULL	1.54	0.230	0.004	0.196	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.854	20368	NULL	7	114.1	0.043	0.002	0.426	0.002	NULL	0.002
197	3-B-6207	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
198	3-B-6208	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
199	3-C-3798	3.163	0.002	4.560	0.005	NULL	2.38	0.380	0.004	0.298	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.678	0.002	NULL	0.002
200	3-C-3852	2.602	0.002	3.785	0.005	NULL	2.01	0.287	0.004	0.275	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.795	20368	NULL	7	204.4	0.060	0.002	0.562	0.002	NULL	0.002
201	3-C-3853	2.418	0.002	3.457	0.005	NULL	1.98	0.827	0.004	0.275	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.728	20368	NULL	7	179.5	0.050	0.002	1.102	0.002	NULL	0.002
202	3-C-3854	2.936	0.002	4.147	0.005	NULL	2.23	0.314	0.004	0.336	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.865	20368	NULL	7	267.2	0.065	0.002	0.650	0.002	NULL	0.002
203	3-C-3855	2.796	0.002	4.147	0.005	NULL	2.23	0.314	0.004	0.336	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.865	20368	NULL	7	265.2	0.065	0.002	0.650	0.002	NULL	0.002
204	3-C-3856	2.667	0.002	3.789	0.005	NULL	2.15	0.281	0.004	0.342	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.802	20368	NULL	7	204.8	0.055	0.002	0.623	0.002	NULL	0.002
205	3-C-3926	2.681	0.002	3.864	0.005	NULL	2.01	0.322	0.004	0.275	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.795	20368	NULL	7	198.0	0.060	0.002	0.597	0.002	NULL	0.002
206	3-C-3927	NULL	0.002	NULL	0.005	NULL	NULL	0.436	0.004	0.298	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.734	0.002	NULL	0.002
207	3-C-4025	3.566	0.002	5.018	0.005	NULL	2.83	0.446	0.004	0.371	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	1.044	20368	NULL	16	488.3	0.080	0.002	0.817	0.002	NULL	0.002
208	3-C-4026	3.465	0.002	5.018	0.005	NULL	2.83	0.446	0.004	0.371	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	1.044	20368	NULL	16	490.4	0.080	0.002	0.817	0.002	NULL	0.002
209	3-C-4027	3.281	0.002	4.678	0.005	NULL	2.38	0.436	0.004	0.298	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.960	20368	NULL	16	359.0	0.065	0.002	0.734	0.002	NULL	0.002
210	3-C-4028	2.550	0.002	4.310	0.005	NULL	2.23	0.364	0.004	0.336	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.865	20368	NULL	7	284.0	0.065	0.002	0.700	0.002	NULL	0.002
211	3-C-4064	2.602	0.002	3.785	0.005	NULL	2.01	0.287	0.004	0.275	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.795	20368	NULL	7	199.3	0.060	0.002	0.562	0.002	NULL	0.002
212	3-C-4065	2.418	0.002	3.457	0.005	NULL	1.93	0.269	0.004	0.275	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.728	20368	NULL	7	179.6	0.050	0.002	0.544	0.002	NULL	0.002
213	3-C-4066	2.750	0.002	4.310	0.005	NULL	2.23	0.364	0.004	0.336	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.865	20368	NULL	7	283.0	0.065	0.002	0.700	0.002	NULL	0.002
214	3-C-4175	2.537	0.002	3.633	0.005	NULL	1.98	0.304	0.004	0.248	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.770	20368	NULL	7	167.3	0.042	0.002	0.552	0.002	NULL	0.002
215	3-C-4182	3.238	0.002	4.546	0.005	NULL	2.51	0.354	0.004	0.326	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.920	20368	NULL	4	367.6	0.070	0.002	0.680	0.002	NULL	0.002
216	3-C-4217	NULL	0.002	NULL	0.005	NULL	NULL	0.292	0.004	0.273	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.565	0.002	NULL	0.002
217	3-C-4233	NULL	0.002	NULL	0.005	NULL	NULL	0.459	0.004	0.371	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.830	0.002	NULL	0.002
218	3-C-4274	NULL	0.002	NULL	0.005	NULL	NULL	0.304	0.004	0.334	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.638	0.002	NULL	0.002
219	3-C-5335	1.684	0.002	2.502	0.005	NULL	1.54	0.211	0.004	0.257	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.557	20368	NULL	7	72.1	0.044	0.002	0.468	0.002	NULL	0.002
220	3-C-5685	1.996	0.002	2.998	0.005	NULL	1.81	0.235	0.004	0.323	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.500	20368	NULL	6	114.3	0.055	0.002	0.558	0.002	NULL	0.002
221	3-C-5694	1.351	0.002	1.902	0.005	NULL	1.07	0.197	0.004	0.097	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.439	20368	NULL	NULL	NULL	0.042	0.002	0.294	0.002	NULL	0.002
222	3-C-5702	2.360	0.002	3.285	0.005	NULL	1.93	0.292	0.004	0.272	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.732	20368	NULL	7	141.1	0.055	0.002	0.564	0.002	NULL	0.002
223	3-C-5707	1.627	0.002	2.283	0.005	NULL	1.22	0.208	0.004	0.092	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.500	20368	NULL	6	50.0	0.040	0.002	0.300	0.002	NULL	0.002
224	3-C-5876	2.508	0.002	3.780	0.005	NULL	2.17	0.275	0.004	0.334	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.800	20368	NULL	7	206.0	0.055	0.002	0.609	0.002	NULL	0.002
225	3-D-1123	NULL	0.002	NULL	0.005	NULL	NULL	0.160	0.004	0.104	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.264	0.002	2	0.002
226	3-D-2276	1.238	0.002	1.770	0.005	NULL	1.01	0.158	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.480	20368	NULL	4	20.0	0.035	0.002	0.230	0.002	NULL	0.002
227	3-D-2277	1.416	0.002	1.966	0.005	NULL	1.01	0.182	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.480	20368	NULL	6	36.0	0.037	0.002	0.254	0.002	NULL	0.002
228	3-D-2558	1.374	0.002	1.967	0.005	NULL	1.01	0.183	0.004	0.066	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.249	0.002	NULL	0.002
229	3-D-2736	1.374	0.002	1.967	0.005	NULL	1.01	0.179	0.004	0.070	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.492	20368	NULL	6	36.0	0.037	0.002	0.249	0.002	NULL	0.002
230	3-D-3124	1.324	0.002	1.812	0.005	NULL	1.01	0.181	0.004	0.075	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.485	20368	NULL	6	28.0	0.035	0.002	0.256	0.002	NULL	0.002
231	3-D-3133	1.515	0.002	2.006	0.005	20336	1.01	0.219	0.004	0.070	0	2.006	0.005	0	0	20411	20401	0.1817	0.1813	0.43	0.492	20368	0.7	6	34.7	0.035	0.002	0.289	0.002	NULL	0.002
232	3-D-3196	1.416	0.002	1.967	0.005	NULL	1.01	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
233	3-D-3204	1.494	0.002	2.006	0.005	NULL	1.01	0.213	0.004	0.071	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.478	20368	NULL	5	33.0	0.040	0.002	0.284	0.002	NULL	0.002
234	3-D-3370	NULL	0.002	NULL	0.005	NULL	NULL	0.158	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.230	0.002	2	0.002
235	3-D-3517	1.326	0.002	1.770	0.005	NULL	1.01	0.182	0.004	0.070	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.485	20368	NULL	4	28.0	0.037	0.002	0.252	0.002	NULL	0.002
236	3-D-3558	1.356	0.002	1.812	0.005	NULL	1.01	0.160	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.485	20368	NULL	4	28.0	0.037	0.002	0.232	0.002	NULL	0.002
237	3-D-3588	1.360	0.002	2.006	0.005	NULL	1.01	0.166	0.004	0.070	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.490	20368	NULL	6	31.2	0.037	0.002	0.236	0.002	NULL	0.002
238	3-D-3592	1.486	0.002	2.006	0.005	NULL	1.01	0.174	0.004	0.070	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.490	20368	NULL	6	32.2	0.037	0.002	0.244	0.002	NULL	0.002
239	3-D-3593	1.443	0.002	2.006	0.005	NULL	1.01	0.159	0.004	0.073	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.480	20368	NULL	6	32.9	0.035	0.002	0.232	0.002	NULL	0.002
240	3-D-3603	1.648	0.002	2.207	0.005	NULL	1.01	0.229	0.004	0.071	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.485	20368	NULL	4	35.0	0.035	0.002	0.300	0.002	NULL	0.002
241	3-D-3818	1.162	0.002	1.614	0.005	NULL	0.82	0.163	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.450	20369	NULL	5	16.7	0.037	0.002	0.163	0.002	NULL	0.002
242	3-D-3871	1.324	0.002	1.812	0.005	NULL	0.86	0.155	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	21.9	0.037	0.002	0.155	0.002	NULL	0.002
243	3-D-3872	1.358	0.002	1.810	0.005	NULL	0.86	0.166	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	23.0	0.037	0.002	0.166	0.002	NULL	0.002
244	3-D-3886	1.021	0.002	1.458	0.005	NULL	0.86	0.153	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.475	20368	NULL	5	14.0	0.037	0.002	0.263	0.002	NULL	0.002
